"第一章","Chapter 1"
"据我所知，埃塞克斯街上有一套不错的出租房，后面就对着坦普尔，从那里喊一声在我的窗户那边都能听见。我先去看房子，运气真好，我竟然给伯父普罗维斯先生租到了一间位于二楼的房子。租好房以后，我从一家店转到另一家，给他买必需的乔装用品。东西买好以后，我转身往小不列颠街走去，这回是为了我自己的事。贾格尔斯先生正在伏案工作，看见我进来，立刻起身站了起来，走到炉火前。","There being to my knowledge a respectable lodging-house in Essex-street, the back of which looked into the Temple, and was almost within hail of my windows, I first of all repaired to that house, and was so fortunate as to secure the second floor for my uncle, Mr. Provis.I then went from shop to shop, making such purchases as were necessary to the change in his appearance.This business transacted, I turned my face, on my own account, to Little Britain.Mr. Jaggers was at his desk, but, seeing me enter, got up immediately and stood before his fire."
"“皮普，”他说，“要小心啊。”","“Now, Pip,” said he, “be careful.”"
"“我会的，先生。”我说。来的路上我已经把要说的都想好了。","“I will, sir,” I returned.For, coming along I had thought well of what I was going to say."
"“不要犯错误，”贾格尔斯说，“也不要连累其他人。你明白吗——其他人。什么都不要告诉我，我什么都不想知道，我并不好奇。”","“Don’t commit yourself,” said Mr. Jaggers, “and don’t commit any one.You understand—any one.Don’t tell me anything: I don’t want to know anything; I am not curious.”"
"我一听就明白，他知道那个人回来了。","Of course I saw that he knew the man was come."
"“贾格尔斯先生，我只是想，”我说，“我只使想来证实一下，有人跟我说的话是不是真的。我并不指望那会是假话，但起码我得证实一下。”","“I merely want, Mr. Jaggers,” said I, “to assure myself that what I have been told, is true.I have no hope of its being untrue, but at least I may verify it.”"
"贾格尔斯先生点了点头。“你是说，有人‘跟你说’还是‘通知你’？”他问我的时候头侧在一旁，没有看我，而是看着地板，一副凝神细听的样子。“‘跟你说’听起来像是口头交流。你不可能和一个新南威尔士的人进行口头交流，你知道的。”","Mr. Jaggers nodded.“But did you say ‘told’ or ‘informed’?” he asked me, with his head on one side, and not looking at me, but looking in a listening way at the floor.“Told would seem to imply verbal communication.You can’t have verbal communication with a man in New South Wales, you know.”"
"“那我要说，是通知我的，贾格尔斯先生。”","“I will say, informed, Mr. Jaggers.”"
"“很好。”","“Good.”"
"“一个叫埃布尔·马格维奇的人通知我，他就是一直以来都没有向我透露过身份的恩主。”","“I have been informed by a person named Abel Magwitch, that he is the benefactor so long unknown to me.”"
"“就是这个人，”贾格尔斯先生说，“——新南威尔士的马格维奇。”","“That is the man,” said Mr. Jaggers, “—in New South Wales.”"
"“就他一个吗？”我问。","“And only he?” said I."
"“就他一个。”贾格尔斯先生说。","“And only he,” said Mr. Jaggers."
"“我不是蛮不讲理的人，先生，我不会把我的错误看法和结论都归咎于您，可我还一直以为我的恩主是郝维仙小姐呢。”","“I am not so unreasonable, sir, as to think you at all responsible for my mistakes and wrong conclusions; but I always supposed it was Miss Havisham.”"
"“如你所说，皮普，”贾格尔斯先生把目光转向了我，眼神很冷淡，咬了一下食指说，“我对这件事没有任何责任。”","“As you say, Pip,” returned Mr. Jaggers, turning his eyes upon me coolly, and taking a bite at his forefinger, “I am not at all responsible for that.”"
"“可看起来像是这样，先生。”我垂头丧气地为自己辩护。","“And yet it looked so like it, sir,” I pleaded with a downcast heart."
"“一星半点证据都没有，皮普。”贾格尔斯先生摇了摇头，整理了一下衣服的下摆，“凡事不能只看外表，要看证据。这是最好的一条金科玉律。”","“Not a particle of evidence, Pip,” said Mr. Jaggers, shaking his head and gathering up his skirts.“Take nothing on its looks; take everything on evidence.There’s no better rule.”"
"我沉默了一会儿之后，叹了口气说：“我没什么要说的了。我的消息已经得到了证实，那就这样吧。”","“I have no more to say,” said I, with a sigh, after standing silent for a little while.“I have verified my information, and there’s an end.”"
"“马格维奇——新南威尔士的马格维奇——总算是露面了。”贾格尔斯先生说，“你会明白的，皮普，我和你的谈话一直都是严格按规矩来的，我一直坚持实事求是的原则。我从来没有背离过这个实事求是的原则。你很清楚这一点吧？”","“And Magwitch—in New South Wales—having at last disclosed himself,” said Mr. Jaggers, “you will comprehend, Pip, how rigidly throughout my communication with you, I have always adhered to the strict line of fact.There has never been the least departure from the strict line of fact.You are quite aware of that?”"
"“很清楚，先生。”","“Quite, sir.”"
"“马格维奇——新南威尔士的马格维奇——第一次从新南威尔士写信给我的时候，我在给他的回信里警告过他，我是绝对不可能背离实事求是的原则的。我还警告过他另一件事。他好像在信里隐约向我透露过，他有一丝到英国来看你的念头。我警告过他，别再让我听到这样的想法，他是不可能得到宽恕的，他判的是终生流放，他要是回国就构成重罪，这可是要判极刑的。我警告过马格维奇，”贾格尔斯先生紧盯着我说，“我在寄到新南威尔士的信里说了。他毫无疑问是理会了我的话。”","“I communicated to Magwitch—in New South Wales—when he first wrote to me—from New South Wales—the caution that he must not expect me ever to deviate from the strict line of fact.I also communicated to him another caution.He appeared to me to have obscurely hinted in his letter at some distant idea he had of seeing you in England here.I cautioned him that I must hear no more of that; that he was not at all likely to obtain a pardon; that he was expatriated for the term of his natural life; and that his presenting himself in this country would be an act of felony, rendering him liable to the extreme penalty of the law.I gave Magwitch that caution,” said Mr. Jaggers, looking hard at me; “I wrote it to New South Wales.He guided himself by it, no doubt.”"
