"en","zh"
"Here was the ideal of a woman’s dreams, a man unspoiled as yet by the egoism of family or success, or by that narrow selfishness which blights the first impulses of honor, devotion, self-sacrifice, and high demands of self; all the flowers so soon wither that enrich at first the life of delicate but strong emotions, and keep alive the loyalty of the heart.","这正是妇女心中的梦中情人，这位男人并没有家庭和财产的利己主义，也没有那种狭隘的自私自利的观念，这种观念在一开始便扼杀荣誉、忠诚、自我牺牲和高标准自我要求等的个人情绪；这些美德的花儿会迅速凋零，它们起初给人生融入细腻而丰富的情感，还能使人心充满正直和忠诚。"
"But these two, once launched forth into the vast of sentiment, went far indeed in theory, sounding the depths in either soul, testing the sincerity of their expressions; only, whereas Gaston’s experiments were made unconsciously, Mme. de Beauseant had a purpose in all that she said.","可是，这两个人，一旦被卷入感情的广袤天地，在理论上就会走得非常遥远，彼此探测灵魂的深度，互相探寻彼此谈话的诚意；尽管加斯东的探索是不自觉的，可德鲍赛昂夫人却对自己的所言心存目的。"
"Bringing her natural and acquired subtlety to the work, she sought to learn M. de Nueil’s opinions by advancing, as far as she could do so, views diametrically opposed to her own.","她利用天生或后天获得的聪明，试图逐步试探纽埃尔先生的看法，她极力这样去做，并且总是会说出和自己意图截然相反的意见。"
"So witty and so gracious was she, so much herself with this stranger, with whom she felt completely at ease, because she felt sure that they should never meet again, that, after some delicious epigram of hers, Gaston exclaimed unthinkingly:","她太机智、太可亲了，对于这个陌生人，她竟感到完全的无所戒备，因为她觉得他们不会再见面了，她讲了一句妙语警句之后，加斯东不禁惊呼了起来："
"“Oh! madame, how could any man have left you?”","“唉呀！夫人，一个男人怎么会丢弃你呢？”"
"The Vicomtesse was silent.","子爵夫人沉默不语。"
"Gaston reddened, he thought that he had offended her; but she was not angry.","加斯东脸红了，他以为冒犯了她；不过子爵夫人并不生气。"
"The first deep thrill of delight since the day of her calamity had taken her by surprise.","这使她吃了一惊，自从那天她遭遇不幸以来，这是她第一次深切地感受到喜悦的激动。"
"The skill of the cleverest roue could not have made the impression that M. de Nueil made with that cry from the heart.","纽埃尔这次发自内心的呼喊所产生的影响，即便最狡猾的放荡鬼运用谋略也是无法做到的。"
"That verdict wrung from a young man’s candor gave her back innocence in her own eyes, condemned the world, laid the blame upon the lover who had left her, and justified her subsequent solitary drooping life.","一位来自年轻人的坦率判决使她重新找回了自己的无辜清白，这个判决谴责了社会，控诉了抛弃她的那个爱人，认为她之后过着的这种孤僻无味的生活是情有可原的。"
"The world’s absolution, the heartfelt sympathy, the social esteem so longed for, and so harshly refused, nay, all her secret desires were given her to the full in that exclamation, made fairer yet by the heart’s sweetest flatteries and the admiration that women always relish eagerly.","她曾经热切地渴盼世人的宽恕、衷心的同情以及社会的尊重，但都被残酷地拒绝了，而且她所有的一切秘密愿望都在他的这一声惊呼中得到了满足，并且这一呼喊还被最甜蜜的谄媚和女士们总是最爱听的赞美映衬得更加动人心魄。"
"He understood her, understood all, and he had given her, as if it were the most natural thing in the world, the opportunity of rising higher through her fall.","他理解她，理解她的一切，他轻松自然地给予了她从跌落中崛起的机会。"
"She looked at the clock.","她看了看钟表。"
"“Ah! madame, do not punish me for my heedlessness.","“啊！夫人，请不要因我的冒昧而惩罚我。"
"If you grant me but one evening, vouchsafe not to shorten it.”","只要您能答应赐我一个晚上，请您赏脸不要缩减时间。”"
"She smiled at the pretty speech.","她微笑地听着这些漂亮话。"
"“Well, as we must never meet again,” she said, “what signifies a moment more or less?","“好吧，既然我们以后不会再见面了，”她说，“多一分钟少一分钟又有何妨呢？"
"If you were to care for me, it would be a pity.”","如果你要关心我，那才是遗憾。”"
"“It is too late now,” he said.","“可惜现在已经晚了。”他说道。"
"“Do not tell me that,” she answered gravely.","“别对我那样说。”她严肃地回答道，"
"“Under any other circumstances I should be very glad to see you.","“无论在任何情况下，我都会很高兴见到你。"
"I will speak frankly, and you will understand how it is that I do not choose to see you again, and ought not to do so.","我要坦率地跟你讲，你就会明白我不想再见到你，也不该见到你是怎么回事了。"
"You have too much magnanimity not to feel that if I were so much as suspected of a second trespass, every one would think of me as a contemptible and vulgar woman; I should be like other women.","你太过宽宏大量，不会感觉不到我要是再犯一次错的话，就会被人怀疑，每个人都会认为我是个粗鄙庸俗的女人；而我应该学着规矩些，像一般的女人那样。"
"A pure and blameless life will bring my character into relief.","我只有过一种单纯、清白的生活，才能为我的人格找些安慰。"
"I am too proud not to endeavor to live like one apart in the world, a victim of the law through my marriage, man’s victim through my love.","我自尊心太强，不得不如世外人一般努力生活在这个世界上，我的婚姻受尽了法律的苦，我的爱受尽了男人的苦。"
"If I were not faithful to the position which I have taken up, then I should deserve all the reproach that is heaped upon me; I should be lowered in my own eyes.","如果我不保持住现有的地位，那么我就会不得不承担压在我身上的种种责难；连我自己都会瞧不起自己。"
"I had not enough lofty social virtue to remain with a man whom I did not love.","我并没有足够崇高的社会道德和我不爱的人长相厮守在一起。"
"I have snapped the bonds of marriage in spite of the law; it was wrong, it was a crime, it was anything you like, but for me the bonds meant death.","我不顾法律的约束扯断了婚姻的束缚；这是一种错误，是一种罪过，随你怎么说，不过对我而言，这束缚就意味着死亡。"
"I meant to live.","我想活下去。"
"Perhaps if I had been a mother I could have endured the torture of a forced marriage of suitability.","也许如果我做了妈妈，我就也许会容忍这强加的婚姻所带给我的痛苦。"
"At eighteen we scarcely know what is done with us, poor girls that we are!","十八岁时，我们几乎并不知道别人让我们做了什么，我们这些可怜的女孩子！"
