"第一章","CHAPTER I"
"还是那一天的傍晚，安娜·瓦西里耶夫娜坐在客厅里，快要哭了出来。除她以外，她的丈夫和一个叫尤瓦·伊万诺维奇·斯塔霍夫的人也坐在客厅里，斯塔霍夫是尼古拉·阿尔捷米耶维奇的一个远房表亲，他是个六十岁的复员骑兵掌旗官，他胖得几乎都无法移动，肥胖的黄色脸庞上长着一双无精打采的淡黄色眼睛和一对苍白的厚嘴唇。自从退役后，他就一直呆在莫斯科，靠一笔小额资金的利息生活。这笔钱是他那来自一个小店店主家庭、已去世的妻子留给他的。他什么也不做，或许连思考都不会，如果他真会思考的话，那他想了些什么恐怕也就他一个人知道了。他这一生仅仅激动过那一次，显出了些生气。那次他在报纸上看到伦敦国际博览会上展出了一款新乐器，叫做“复样低音大号”，他特别想自己也能有一件，甚至曾到处打听该如何付款、通过哪里购买。尤瓦·伊万诺维奇穿着一件宽松的黄褐色外套，戴着白色的领结，习惯每天吃很多的食物；每当他感到特别为难时，也就是说当他需要发表意见的时候，他就会一边思索着在空中挥舞着右手手指，一边从大拇指晃动到小指，然后再从小指晃回大拇指，同时努力说着：“确实……应该这样……从某种方面来讲。”","On the evening of the same day, Anna Vassilyevna was sitting in her drawing-room and was on the verge of weeping.There were also in the room her husband and a certain Uvar Ivanovitch Stahov, a distant cousin of Nikolai Artemyevitch, a retired cornet of sixty years old, a man corpulent to the point of immobility, with sleepy yellowish eyes, and colourless thick lips in a puffy yellow face.Ever since he had retired, he had lived in Moscow on the interest of a small capital left him by a wife who came of a shopkeeper’s family.He did nothing, and it is doubtful whether he thought of anything; if he did think, he kept his thoughts to himself.Once only in his life he had been thrown into a state of excitement and shown signs of animation, and that was when he read in the newspapers of a new instrument at the Universal Exhibition in London, the ‘contro-bombardon,’ and became very anxious to order this instrument for himself, and even made inquiries as to where to send the money and through what office.Uvar Ivanovitch wore a loose snuff-coloured coat and a white neckcloth, used to eat often and much, and in moments of great perplexity, that is to say when it happened to him to express some opinion, he would flourish the fingers of his right hand meditatively in the air, with a convulsive spasm from the first finger to the little finger, and back from the little finger to the first finger, while he articulated with effort, ‘to be sure… there ought to… in some sort of a way.’"
"尤瓦·伊万诺维奇坐在靠窗的安乐椅上，呼吸粗重，尼古拉·阿尔捷米耶维奇则将手塞在衣袋中，迈着大步在屋里来回走着，脸上满是愤怒的表情。","Uvar Ivanovitch was sitting in an easy chair by the window, breathing heavily; Nikolai Artemyevitch was pacing with long strides up and down the room, his hands thrust into his pockets; his face expressed dissatisfaction."
"最后他停了下来，摇了摇头。“是的，”他开口说道，“在我们那个年代里，年轻人受到的教育可是不同的。他们不会允许自己不尊重老人的。可是如今，我却只有看着和吃惊的份儿。或许，是我搞错了，他们是对的，或许……但是我仍坚持自己的观点，我生来并不是个傻瓜。你怎样看这件事呢，尤瓦·伊万诺维奇？”","He stood still at last and shook his head.‘Yes;’ he began, ‘in our day young men were brought up differently.Young men did not permit themselves to be lacking in respect to their elders.And nowadays, I can only look on and wonder.Possibly, I am all wrong, and they are quite right; possibly.But still I have my own views of things; I was not born a fool.What do you think about it, Uvar Ivanovitch?’"
"尤瓦·伊万诺维奇只是瞧了瞧他，然后晃了晃手指。","Uvar Ivanovitch could only look at him and work his fingers."
"“就拿埃琳娜·尼古拉耶夫娜举例来说吧，”尼古拉·阿尔捷米耶维奇继续说着，“我一直都无法理解埃琳娜·尼古拉耶夫娜。对她来讲，我不够高尚。她的内心是如此地广阔，以至于能够接受整个大自然，甚至包括最小的蜘蛛或是青蛙，但是却无法接受她的父亲。好吧，这也不是大问题，我明白这一点，所以也就不会去自寻烦恼。不管她是精神紊乱也好，满腹经纶也罢，或是理想崇高，这些都不关我什么事情。但是，舒宾先生……就算他是个杰出的艺术家吧——非常特别的艺术家——对此我不反对，可他竟然对长辈无礼，不管怎样，都可以说他在这方面特别欠缺，说实话，在我的常识里，我实在不能忍受这种行为。我天生不是个苛刻的人，但是凡事都要有个限度。”","‘Elena Nikolaevna, for instance,’ pursued Nikolai Artemyevitch, ‘Elena Nikolaevna I don’t pretend to understand.I am not elevated enough for her.Her heart is so large that it embraces all nature down to the least spider or frog, everything in fact except her own father.Well, that’s all very well; I know it, and I don’t trouble myself about it.For that’s nerves and education and lofty aspirations, and all that is not in my line.But Mr. Shubin… admitting he’s a wonderful artist—quite exceptional—that, I don’t dispute; to show want of respect to his elder, a man to whom, at any rate, one may say he is under great obligation; that I confess, dans mon gros bon sens, I cannot pass over.I am not exacting by nature, no, but there is a limit to everything.’"
"安娜·瓦西里耶夫娜发抖着按了按铃。一个年轻仆人走了过来。","Anna Vassilyevna rang the bell in a tremor.A little page came in."
"“为什么帕维尔·雅克夫利奇还没过来？”她问道，“这是什么意思，我请他，他却不来？”","‘Why is it Pavel Yakovlitch does not come?’ she said, ‘what does it mean; I call him, and he doesn’t come?’"
"尼古拉·阿尔捷米耶维奇耸了耸肩。","Nikolai Artemyevitch shrugged his shoulders."
"“我能问一下你让他来这里做什么吗？我一点儿也不希望你这样做，我甚至不想见到他！”","‘And what is the object, may I ask, of your wanting to send for him?I don’t expect that at all, I don’t wish it even!’"
"“什么‘叫他来这里做什么吗’，尼古拉·阿尔捷米耶维奇？他已经打扰了你，或许已经妨碍到了你的康复。我就想弄明白。他到底做了什么让你如此生气。”","‘What’s the object, Nikolai Artemyevitch?He has disturbed you; very likely he has checked the progress of your cure.I want to have an explanation with him.I want to know how he has dared to annoy you.’"
"“我再和你说一遍，我一点儿也不在乎那件事。你有什么好奇的呢……在仆人跟前！”","‘I tell you again, that I do not ask that.And what can induce you … devant les domestiques!’"
"安娜·瓦西里耶夫娜的脸有点儿红了起来。“你不用那样说，尼古拉·阿尔捷米耶维奇。我从没……在仆人跟前……费久什卡，立刻去把帕维尔·雅克夫利奇喊过来。”","Anna Vassilyevna flushed a little.‘You need not say that, Nikolai Artemyevitch.I never… devant les domestiques…Fedushka, go and see you bring Pavel Yakovlitch here at once.’"
"那个年轻仆人马上就去叫他了。","The little page went off."
"“完全没有这个必要，”尼古拉·阿尔捷米耶维奇嘴里嘟囔着，然后又开始在屋里走来走去，“我说这些并没有要让他过来的意思。”","‘And that’s absolutely unnecessary,’ muttered Nikolai Artemyevitch between his teeth, and he began again pacing up and down the room.‘I did not bring up the subject with that object.’"
"“那怎么行，保罗必须过来向你道歉。”","‘Good Heavens, Paul must apologise to you.’"
"“得了吧，他要向我道什么歉？你觉得道歉又有什么用呢？道歉全是废话。”","‘Good Heavens, what are his apologies to me?And what do you mean by apologies?That’s all words.’"
"“哎，必须有人纠正他。”","‘Why, he must be corrected.’"
