"第一章 枪炮俱乐部","CHAPTER I THE GUN CLUB"
"阿当、巴比康、马斯顿和尼科尔都在船上帮助工作人员工作，心中无比好奇，这一点是非常容易理解的。还没等盖子完全打开，里面的猫就急忙跳了出来，它受了点小伤，但还是充满活力，根本就看不出刚刚在空中折腾过一番。但是，松鼠却不见了。最后，真相大明了——它是被旅伴给吃了！","Ardan, Barbicane, Maston, and Nicholl were present on board the boat, and assisted at the operation with an interest which may readily be comprehended.Hardly had the shell been opened when the cat leaped out, slightly bruised, but full of life, and exhibiting no signs whatever of having made an aerial expedition.No trace, however, of the squirrel could be discovered.The truth at last became apparent—the cat had eaten its fellow-traveler!"
"J. T. 马斯顿失去了可怜的松鼠，非常心疼，于是他提议把它同其他为科学献身的烈士一起，载入史册。","J. T. Maston grieved much for the loss of his poor squirrel, and proposed to add its case to that of other martyrs to science."
"这次实验的大功告成让所有的恐惧都灰飞烟灭了。此外，巴比康设计的炮弹会更加完美，几乎能消除炮弹发射时全部的反冲力。现在万事俱备，只欠东风了！","After this experiment all hesitation, all fear disappeared.Besides, Barbicane’s plans would ensure greater perfection for his projectile, and go far to annihilate altogether the effects of the shock.Nothing now remained but to go!"
"两天以后，米歇尔·阿当收到了美国总统的一封信，授予他一个让他非常感动的荣誉。","Two days later Michel Ardan received a message from the President of the United States, an honor of which he showed himself especially sensible."
"美国政府，援引他的同胞——大名鼎鼎的费耶特侯爵的事迹，授予米歇尔·阿当“美利坚合众国公民”的称号。","After the example of his illustrious fellow-countryman, the Marquis de la Fayette, the government had decreed to him the title of “Citizen of the United States of America.”"
"第二十三章 炮弹车厢","CHAPTER XXIII THE PROJECTILE-VEHICLE"
"哥伦比亚大炮铸好以后，公众的兴趣都集中到了炮弹上。因为这三位勇敢的冒险家要乘坐这发炮弹飞往太空。","On the completion of the Columbiad the public interest centered in the projectile itself, the vehicle which was destined to carry the three hardy adventurers into space."
"新的计划已送交到奥尔巴尼的布里杜威尔公司，要求他们尽快完成制造。炮弹最终于11月2日制造完成，并立即通过东方铁路运往乱石岗。当月10日，炮弹顺利到达了目的地，那里，米歇尔·阿当、巴比康和尼科尔正怀着焦急的心情等待着。。","The new plans had been sent to Breadwill and Co., of Albany, with the request for their speedy execution.The projectile was consequently cast on the 2nd of November, and immediately forwarded by the Eastern Railway to Stones Hill, which it reached without accident on the 10th of that month, where Michel Ardan, Barbicane, and Nicholl were waiting impatiently for it."
"炮弹里要装上三英尺深的水，用来支撑一只防水的木制圆盘，这个圆盘能够在炮弹内壁自由移动。乘客们即将乘坐的就是这样一只木筏。水被一层层的水平隔板隔开，发射时产生的冲力会相继撞裂这些隔板。随后，每一层的水，从水位最低的到水位最高的，顺次流进排水管，从炮弹的顶端排出去，这就起到了弹簧的作用。而圆木盘本身也装有许多弹性超强的弹簧，只有在隔板一个个被撞裂以后才会碰到最底部。毫无疑问，在水完全排出之后，乘客们仍会受到猛烈的冲力，但是，这套强大的弹簧装置几乎能把最初的冲力完全抵消。炮弹内壁上半部分要贴上一层厚厚的皮垫，底下固定着最好的钢弹簧，排水管就隐藏在皮垫下面，外面一点也看不出来。这样，为了抵消发射时的冲力，一切可能想到的预防措施都被采用了。正如米歇尔·阿当所说，除非制造炮弹的材料太差，他们才会被压扁。","The projectile had now to be filled to the depth of three feet with a bed of water, intended to support a water-tight wooden disc, which worked easily within the walls of the projectile.It was upon this kind of raft that the travelers were to take their place.This body of water was divided by horizontal partitions, which the shock of the departure would have to break in succession.Then each sheet of the water, from the lowest to the highest, running off into escape tubes toward the top of the projectile, constituted a kind of spring; and the wooden disc, supplied with extremely powerful plugs, could not strike the lowest plate except after breaking successively the different partitions.Undoubtedly the travelers would still have to encounter a violent recoil after the complete escapement of the water; but the first shock would be almost entirely destroyed by this powerful spring.The upper parts of the walls were lined with a thick padding of leather, fastened upon springs of the best steel, behind which the escape tubes were completely concealed; thus all imaginable precautions had been taken for averting the first shock; and if they did get crushed, they must, as Michel Ardan said, be made of very bad materials."
"这发巨大金属炮弹的入口是圆锥壁上的一个小洞。洞门是一块严丝合缝的铝板，并从里面用结实的螺丝紧紧拧住。这样一来，乘客们一到达月球，就可以自如地从那监牢般的炮弹里走出来。","The entrance into this metallic tower was by a narrow aperture contrived in the wall of the cone.This was hermetically closed by a plate of aluminum, fastened internally by powerful screw-pressure.The travelers could therefore quit their prison at pleasure, as soon as they should reach the moon."
"四个舷窗用来透光和看风景。舷窗上装着厚厚的凸透镜，其中两个在圆锥壁上，第三个在炮弹底部，第四个在顶部。舷窗周围的凹槽内镶嵌着金属护窗板，保护舷窗免受发射时的冲击，只需从里面松一下螺丝，舷窗就可以向外打开。几只用来盛放水和必需品的容器被牢牢地固定在炮弹里，还有一只好几个大气压的特制煤气箱，用于生火和照明。只消打开开关，煤气就可以给这个舒适的车厢带来６小时的光照和温暖。","Light and view were given by means of four thick lenticular glass scuttles, two pierced in the circular wall itself, the third in the bottom, the fourth in the top. These scuttles then were protected against the shock of departure by plates let into solid grooves, which could easily be opened outward by unscrewing them from the inside.Reservoirs firmly fixed contained water and the necessary provisions; and fire and light were procurable by means of gas, contained in a special reservoir under a pressure of several atmospheres.They had only to turn a tap, and for six hours the gas would light and warm this comfortable vehicle."
"只剩下空气的问题需要解决了。巴比康、他的两个同伴和他计划携带的两条狗都要消耗炮弹里的空气，因此必须时常给炮弹更换新鲜空气。众所周知，空气的主要成分包括21%的氧气和79%的氮气。人的肺部会吸入维持生命所必需的氧气，呼出氮气。因此,呼出的空气中氧气减少了5%，同时增加了几乎同样体积的二氧化碳，这是血素氧化以后的产物。因此，在一个密封的空间里，经过一段时间，空气中所有的氧气都会被二氧化碳取代——这是一种致命的气体。因此，有两件事需要解决：首先要补充消耗掉的氧气，其次要清除呼出的二氧化碳。只要利用氯酸钾和苛性钾，两个问题就都迎刃而解了。氯酸钾是一种白色的晶体盐，加热到400度以上时就会生成氯化钾，并释放出全部的氧。28磅的氯酸钾能生成7磅的氧气，也就是2,400公升——这些氧气足够乘客使用24小时。","There now remained only the question of air; for allowing for the consumption of air by Barbicane, his two companions, and two dogs which he proposed taking with him, it was necessary to renew the air of the projectile.Now air consists principally of twenty-one parts of oxygen and seventy-nine of nitrogen. The lungs absorb the oxygen, which is indispensable for the support of life, and reject the nitrogen. The air expired loses nearly five per cent. of the former and contains nearly an equal volume of carbonic acid, produced by the combustion of the elements of the blood.In an air-tight enclosure, then, after a certain time, all the oxygen of the air will be replaced by the carbonic acid—a gas fatal to life.There were two things to be done then—first, to replace the absorbed oxygen; secondly, to destroy the expired carbonic acid; both easy enough to do, by means of chlorate of potassium and caustic potash.The former is a salt which appears under the form of white crystals; when raised to a temperature of 400 degrees it is transformed into chlorure of potassium, and the oxygen which it contains is entirely liberated.Now twenty-eight pounds of chlorate of potassium produces seven pounds of oxygen, or 2,400 litres—the quantity necessary for the travelers during twenty-four hours."
